ndb	name	kcal	protein	carbs	fats	fiber	sugar	sodium	sat_fat	p1	p1g	p2	p2g
06603	PACE, Picante Sauce	25	0	6.25	0	3.1	6.25	781		1 serving	32	2 tbsp	32
06604	PACE, Red Taco Sauce	50	0	12.5	0	0	6.25	813	0	1 tbsp	16	1 serving	16
06605	PACE, Thick & Chunky Salsa	25	0	6.25	0	3.1	6.25	719	0	1 serving	32	2 tbsp	32
06609	SWANSON BROTH, Certified Organic Vegetable Broth	5	0	1.28	0	0	0.85	234	0	1 cup	235	1 serving	235
08090	Cereals, corn grits, white, regular and quick, enriched, dry	370	7.65	79.09	1.75	4.6	0.57	1	0.34	1 tbsp	9.7	1 cup	156
08091	Cereals, corn grits, white, regular and quick, enriched, cooked with water, without salt	71	1.71	14.76	0.46	0.8	0.12	2	0.066	1 cup	257	1 tbsp	16
08092	Cereals, QUAKER, corn grits, instant, plain, dry	343	7.31	78.42	2.14	4.2	1.51	1121	0.362	1 packet	29	1 tbsp	7
08093	Cereals, QUAKER, corn grits, instant, plain, prepared (microwaved or boiling water added), without salt	74	1.58	15.95	0.49	1.1	0.1	227	0.076	1 cup	219		
08094	Cereals, QUAKER, corn grits, instant, cheddar cheese flavor, dry	363	8.98	72.96	5.46	4.2	2.76	1644	1.33	1 packet,  (1 NLEA serving)	28		
08096	Cereals, QUAKER, Instant Grits, Country Bacon flavor, dry	340	9.93	75.39	1.73	5.1	0.38	1523	0.24	1 packet,  (1 NLEA serving)	28		
08100	Cereals, CREAM OF RICE, dry	370	6.3	82.4	0.5	0.7	0.3	6	0.136	.25 cup,  (1 NLEA serving)	45		
08101	Cereals, CREAM OF RICE, cooked with water, without salt	52	0.9	11.4	0.1	0.1	0.04	1	0.027	1 cup	244	1 tbsp	15
08102	Cereals, CREAM OF WHEAT, regular, 10 minute cooking, dry	370	10.5	76.5	1.5	3.8	0.2	7	0.238	1 tbsp	10.6	3 tbsp,  (1 NLEA serving)	33
08103	Cereals, CREAM OF WHEAT, regular (10 minute), cooked with water, without salt	50	1.44	10.52	0.21	0.5	0.03	6	0.033	1 cup,  (1 serving)	251	1 tbsp	16
08104	Cereals, farina, enriched, assorted brands including CREAM OF WHEAT, quick (1-3 minutes), dry	360	11.6	73.19	1.41	4.2	0.56	124	0.232	1 tbsp	11	1 cup	176
08105	Cereals, farina, enriched, assorted brands including CREAM OF WHEAT, quick (1-3 minutes), cooked with water, without salt	55	1.82	10.92	0.34	0.8	0.76	18	0.066	1 cup	240	1 tbsp	14.9
08106	Cereals, CREAM OF WHEAT, instant, dry	366	10.6	75.5	1.4	3.3	0.4	571	0.222	1 tbsp	11.5	1 cup	178
08107	Cereals, CREAM OF WHEAT, instant, prepared with water, without salt	62	1.84	13.08	0.24	0.6	0.07	102	0.038	1 cup	241	1 tbsp	15
08113	Cereals, farina, enriched, cooked with water, without salt	53	1.82	10.92	0.34	0.8	0.76	18	0.066	1 cup	240	1 tbsp	15
08116	Cereals, MALT-O-MEAL, original, plain, dry	365	11.8	77.25	0.7	2.1	0	0	0.08	3 tbsp,  (1 NLEA serving)	35		
08120	Cereals, oats, regular and quick, not fortified, dry	379	13.15	67.7	6.52	10.1	0.99	6	1.11	1 cup	81	.333 cup	27
08121	Cereals, oats, regular and quick, unenriched, cooked with water (includes boiling and microwaving), without salt	71	2.54	12	1.52	1.7	0.27	4	0.31	1 cup	234	1 tbsp	14.6
09037	Avocados, raw, all commercial varieties	160	2	8.53	14.66	6.7	0.66	7	2.126	1 cup, cubes	150	1 cup, pureed	230
09038	Avocados, raw, California	167	1.96	8.64	15.41	6.8	0.3	8	2.126	1 cup, pureed	230	1 fruit, without skin and seed	136
09039	Avocados, raw, Florida	120	2.23	7.82	10.06	5.6	2.42	2	1.96	1 cup, pureed	230	1 fruit, without skin and seeds	304
09040	Bananas, raw	89	1.09	22.84	0.33	2.6	12.23	1	0.112	1 cup, mashed	225	1 cup, sliced	150
09041	Bananas, dehydrated, or banana powder	346	3.89	88.28	1.81	9.9	47.3	3	0.698	1 cup	100	1 tbsp	6.2
09042	Blackberries, raw	43	1.39	9.61	0.49	5.3	4.88	1	0.014	1 cup	144		
09043	Blackberry juice, canned	38	0.3	7.8	0.6	0.1	7.7	1	0.018	1 cup	250		
09044	Cherries, tart, dried, sweetened	333	1.25	80.45	0.73	2.5	67.15	13	0.146	.25 cup	40		
09046	Blackberries, canned, heavy syrup, solids and liquids	92	1.31	23.1	0.14	3.4	19.7	3	0.005	1 cup	256		
09048	Blackberries, frozen, unsweetened	64	1.18	15.67	0.43	5	10.67	1	0.015	1 cup, unthawed	151	1 package,  (18 oz)	510
09050	Blueberries, raw	57	0.74	14.49	0.33	2.4	9.96	1	0.028	1 cup	148	50 berries	68
09052	Blueberries, canned, heavy syrup, solids and liquids	88	0.65	22.06	0.33	1.6	20.46	3	0.027	1 cup	256		
09053	Blueberries, wild, frozen	57	0	13.85	0.16	4.4		3	0.03	1 cup, frozen	140		
09054	Blueberries, frozen, unsweetened	51	0.42	12.17	0.64	2.7	8.45	1	0.053	1 cup, unthawed	155	1 package,  (20 oz)	567
09055	Blueberries, frozen, sweetened	85	0.4	21.95	0.13	2.2	19.72	1	0.011	1 cup, thawed	230	1 package,  (10 oz)	284
09056	Boysenberries, canned, heavy syrup	88	0.99	22.31	0.12	2.6		3	0.004	1 cup	256		
09057	Boysenberries, frozen, unsweetened	50	1.1	12.19	0.26	5.3	6.89	1	0.009	1 cup, unthawed	132	1 package,  (10 oz)	284
09059	Breadfruit, raw	103	1.07	27.12	0.23	4.9	11	2	0.048	1 cup	220	.25 fruit,  small	96
09060	Carambola, (starfruit), raw	31	1.04	6.73	0.33	2.8	3.98	2	0.019	1 cup, cubes	132	1 cup, sliced	108
09061	Carissa, (natal-plum), raw	62	0.5	13.63	1.3			3		1 cup, slices	150	1 fruit, without skin and seeds	20
09062	Cherimoya, raw	75	1.57	17.71	0.68	3	12.87	7	0.233	1 cup, pieces	160	1 fruit, without skin and seeds	235
10037	Pork, fresh, loin, center loin (chops), bone-in, separable lean and fat, cooked, braised	242	28.21	0	13.51	0	0	73	4.934	3 oz	85	1 chop	187
10057	Pork, fresh, loin, sirloin (chops), bone-in, separable lean only, cooked, braised	195	31	0	6.9	0	0	58	2.327	3 oz	85	1 chop	180
10058	Pork, fresh, loin, sirloin (chops), bone-in, separable lean only, cooked, broiled	174	29.29	0	5.45	0	0	89	1.718	3 oz	85	1 chop	195
10059	Pork, fresh, loin, sirloin (roasts), bone-in, separable lean only, cooked, roasted	204	27.78	0	9.44	0	0	59	2.871	3 oz,  (Yield from 1 cooked roast, with refuse, weighing 1515g)	85	1 roast, without refuse	985
10060	Pork, fresh, loin, tenderloin, separable lean only, raw	109	20.95	0	2.17	0	0	53	0.698	3 oz	85	1 lb	453.6
10061	Pork, fresh, loin, tenderloin, separable lean only, cooked, roasted	143	26.17	0	3.51	0	0	57	1.198	3 oz	85	1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)	333
10062	Pork, fresh, loin, top loin (chops), boneless, separable lean and fat, raw	155	21.55	0	6.94	0	0	48	2.45	3 oz	85	1 chop	185
10063	Pork, fresh, loin, top loin (chops), boneless, separable lean and fat, cooked, braised	200	29.2	0	8.31	0	0	66	3.218	1 chop	135		
10064	Pork, fresh, loin, top loin (chops), boneless, separable lean and fat, cooked, broiled	196	26.62	0	9.14	0	0	44	3.164	1 chop	145	3 oz	85
10065	Pork, fresh, loin, top loin (roasts), boneless, separable lean and fat, cooked, roasted	192	26.45	0	8.82	0	0	46	2.839	3 oz	85	1 roast	848
10066	Pork, fresh, loin, top loin (chops), boneless, separable lean only, raw	127	22.41	0	3.42	0	0	49	1.208	3 oz	85	1 chop	185
10067	Pork, fresh, loin, top loin (chops), boneless, separable lean only, cooked, braised	170	30.54	0	4.34	0	0	67	1.657	1 chop	135		
06611	Soup, SWANSON, beef broth, lower sodium	6	1.2	0.21	0.08		0.2	180	0.03	1 cup	213	1 can, 14.5 oz	413
06615	Soup, SWANSON, vegetable broth	6	0.23	1.02	0.07	0	0.57	303	0.031	1 cup	220	1 carton, 32 oz	928
06617	CAMPBELL'S Homestyle Light Italian-Style Wedding Soup	33	2.45	4.49	0.61	0.4	0.82	322	0.204	1 cup	245		
06618	Sauce, peanut, made from coconut, water, sugar, peanuts	179	2.02	28.46	6.34	1.1	18.8	319	3.53	1 tbsp	17		
06619	SMART SOUP, Santa Fe Corn Chowder	55	2	11.2	0.71	2	3.6	131	0	10 oz, 1 pouch	283		
06620	SMART SOUP, French Lentil	53	2.9	9.5	1.06	2.9	2.6	131	0	10 oz, 1 pouch	283		
06621	SMART SOUP, Greek Minestrone	40	1.7	8.4	0.53	2.7	2.7	138	0	10 oz, 1 pouch	283		
06622	SMART SOUP, Indian Bean Masala	57	3.3	10.5	0.88	2.6	2.3	92	0.18	10 oz, 1 pouch	283		
06623	SMART SOUP, Moroccan Chick Pea	51	2	9.7	1.06	3.1	4.2	148	0.18	10 oz, 1 pouch	283		
06624	SMART SOUP, Thai Coconut Curry	36	0.8	6.5	1.06	1	3.7	141	0.35	10 oz, 1 pouch	283		
06625	SMART SOUP, Vietnamese Carrot Lemongrass	44	1.3	8.2	1.06	1.5	4.4	145	0.35	10 oz, 1 pouch	283		
06626	Sauce, pesto, ready-to-serve, refrigerated	418	9.83	10.09	37.6	1.8	6.33	603	7.07	.25 cup	63		
06627	Sauce, pesto, ready-to-serve, shelf stable	426	5	6.14	42.42	1.7	1.92	998	7.362	.25 cup	61		
06628	Sauce, pesto, BUITONI, pesto with basil, ready-to-serve, refrigerated	418	9.83	10.09	37.6	1.8	6.33	603	7.07	.25 cup	63		
06629	Sauce, pesto, CLASSICO, basil pesto, ready-to-serve	372	4.16	6.93	36.38	2.1	2.6	1028	6.718	.25 cup	62		
06630	Sauce, pesto, MEZZETTA, NAPA VALLEY BISTRO, basil pesto, ready-to-serve	496	6.69	5.12	49.88	1.3	1.25	897	8.007	.25 cup	60		
06631	Sauce, hot chile, sriracha	93	1.93	19.16	0.93	2.2	15.11	2124		1 tsp	6.5		
06632	Sauce, hot chile, sriracha, CHA! BY TEXAS PETE	108	2.02	22.73	0.98	2.1	15.65	2903		1 tsp	6.9		
06633	Sauce, hot chile, sriracha, TUONG OT SRIRACHA	79	1.86	15.87	0.9	2.2	10.48	1540		1 tsp	6.2		
06700	Soup, vegetable broth, ready to serve	5	0.24	0.93	0.07	0	0.55	296	0.028	1 cup	221	1 can	390
06720	Sauce, cheese sauce mix, dry	438	7.68	60.52	18.33	1	10.26	3202	8.44				
06725	Soup, chicken corn chowder, chunky, ready-to-serve, single brand	99	3.1	7.5	6.3	0.9		299	1.75	1 serving	240	1 package,  yields	539
06726	Soup, chicken mushroom chowder, chunky, ready-to-serve, single brand	80	3	7.1	4.4	1.4		339	1.15	1 serving	240	1 package,  yields	539
06728	Soup, potato ham chowder, chunky, ready-to-serve, single brand	80	2.7	5.6	5.2	0.6		364	1.62	1 serving	240	1 package,  yields	539
06729	Soup, sirloin burger with vegetables, ready-to-serve, single brand	77	4.2	6.8	3.7	2.3		361	1.33	1 serving	240	1 package,  yields	539
06730	Soup, split pea with ham, chunky, reduced fat, reduced sodium, ready-to-serve, single brand	76	5.2	11.3	1.1			343	0.3	1 serving	243	1 package,  yields	539
06731	Soup, bean with bacon, condensed, single brand	117	6.5	18	2.1	4.6		672	0.601	1 serving, 1/2 cup	128		
06733	Soup, beef with vegetables and barley, canned, condensed, single brand	61	3.9	8.2	1.4			707	0.48	1 serving	127	1 package,  yields	312
06734	Soup, chicken with star-shaped pasta, canned, condensed, single brand	50	2.3	7.1	1.4			732	0.342	1 serving	125	1 package,  yields	298
06736	Soup, cream of chicken, canned, condensed, single brand	99	2.4	7.7	6.5			788	1.61	1 serving	126	1 package,  yields	305
06738	Soup, split pea with ham and bacon, canned, condensed, single brand	140	8.6	21.2	2.3	3		729	0.676	1 serving	135	1 package,  yields	326
06739	Soup, vegetable beef, canned, condensed, single brand	53	3.8	7.7	0.8			555	0.231	1 serving	136	1 package,  yields	298
06740	Soup, chicken vegetable, chunky, reduced fat, reduced sodium, ready-to-serve, single brand	40	2.7	6.3	0.5			192	0.121	1 serving	240	1 package,  yields	454
08122	Cereals, oats, instant, fortified, plain, dry	362	11.92	69.52	6.9	10	1.5	220	1.346	1 packet	28		
08123	Cereals, oats, instant, fortified, plain, prepared with water (boiling water added or microwaved)	68	2.37	11.67	1.36	1.7	0.46	49	0.226	1 cup, cooked	234	1 cup,  dry, yields	501
08124	Cereals, QUAKER, Instant Oatmeal, apples and cinnamon, dry	366	8.62	76.74	4.61	8.3	28.87	454	0.88	1 packet,  (1 NLEA serving)	43		
08128	Cereals, oats, instant, fortified, with cinnamon and spice, dry	369	9.53	76.08	4.84	8	25.33	434	0.768	1 packet	45		
08129	Cereals, oats, instant, fortified, with cinnamon and spice, prepared with water	96	2.37	18.95	1.21	2	6.31	111	0.191	1 cup	240	1 tbsp	15
08130	Cereals, QUAKER, Instant Oatmeal, maple and brown sugar, dry	368	9.2	76.91	4.63	7.2	30.02	506	0.793	1 packet	43		
08132	Cereals, oats, instant, fortified, with raisins and spice, dry	360	8.45	76.33	4.03	5.7	37.14	462	0.639	1 packet	44		
08133	Cereals, oats, instant, fortified, with raisins and spice, prepared with water	88	1.98	17.91	0.95	1.3	8.71	111	0.15	1 cup	240	1 tbsp	15
08138	Cereals ready-to-eat, MALT-O-MEAL, MARSHMALLOW MATEYS	387	6.94	82.77	3.53	4.9	40.91	667	0.719	1 cup	30		
08142	Cereals, WHEATENA, dry	357	13.1	75.6	2.9	12.8	1.6	13	0.43	.33 cup,  (1 NLEA serving)	40	1 cup	141
08143	Cereals, WHEATENA, cooked with water	56	2	11.8	0.5	2.7		2	0.075	1 cup	243	.75 cup	182
08144	Cereals, whole wheat hot natural cereal, dry	342	11.2	75.2	2	9.5	0.42	2	0.3	1 cup	94	.333 cup	31
08145	Cereals, whole wheat hot natural cereal, cooked with water, without salt	62	2	13.7	0.4	1.6	0.08	0	0.06	1 cup	242	.75 cup	182
08146	Cereals ready-to-eat, QUAKER, QUAKER Puffed Wheat	366	16.26	76.39	2.15	9.4	1.37	5	0.413	1 cup,  (1 NLEA serving)	15		
08147	Cereals ready-to-eat, POST, Shredded Wheat, original big biscuit	337	11.37	78.96	2.01	12.4	0.94	2	0.41	2 biscuits,  (1 NLEA serving)	47		
08148	Cereals ready-to-eat, POST, Shredded Wheat, original spoon-size	351	11.8	81.4	2.1	12.4	0.9	2	0.4	1 cup,  (1 NLEA serving)	49		
08156	Cereals ready-to-eat, rice, puffed, fortified	402	6.3	89.8	0.5	1.7		3	0.13	1 cup	14	.5 oz	14.2
08157	Cereals ready-to-eat, wheat, puffed, fortified	364	14.7	79.6	1.2	4.4		4	0.2	1 cup	12	.5 oz	14.2
08159	Cereals, corn grits, yellow, regular and quick, enriched, dry	368	6.72	79.91	1.49	3.9	0.55	2	0.29	1 cup	170		
09063	Cherries, sour, red, raw	50	1	12.18	0.3	1.6	8.49	3	0.068	1 cup, without pits	155	1 cup, with pits yields	103
09064	Cherries, sour, red, canned, water pack, solids and liquids (includes USDA commodity red tart cherries, canned)	36	0.77	8.94	0.1	1.1	7.6	7	0.023	1 cup	244		
09065	Cherries, sour, red, canned, light syrup pack, solids and liquids	75	0.74	19.3	0.1	0.8		7	0.022	1 cup	252		
09066	Cherries, sour, red, canned, heavy syrup pack, solids and liquids	91	0.73	23.27	0.1	1.1	22.17	7	0.021	1 cup	256		
09067	Cherries, sour, red, canned, extra heavy syrup pack, solids and liquids	114	0.71	29.23	0.09	0.8		7	0.021	1 cup	261		
09068	Cherries, sour, red, frozen, unsweetened	46	0.92	11.02	0.44	1.6	9.02	1	0.1	1 cup, unthawed	155	1 package,  (18 oz)	510
09070	Cherries, sweet, raw	63	1.06	16.01	0.2	2.1	12.82	0	0.038	1 cup, with pits yields	138	1 cup, without pits	154
09071	Cherries, sweet, canned, water pack, solids and liquids	46	0.77	11.76	0.13	1.5	10.26	1	0.028	1 cup,  pitted	248		
09072	Cherries, sweet, canned, juice pack, solids and liquids	54	0.91	13.81	0.02	1.5	12.31	3	0.004	1 cup, pitted	250		
09073	Cherries, sweet, canned, light syrup pack, solids and liquids	67	0.61	17.29	0.15	1.5	15.79	3	0.034	1 cup, pitted	252		
09074	Cherries, sweet, canned, pitted, heavy syrup pack, solids and liquids	83	0.6	21.27	0.15	1.4	16.18	3	0.034	1 cup	253		
09075	Cherries, sweet, canned, extra heavy syrup pack, solids and liquids	102	0.59	26.23	0.15	1.5		3	0.033	1 cup,  pitted	261		
09076	Cherries, sweet, frozen, sweetened	89	1.15	22.36	0.13	2.1	20.26	1	0.03	1 cup, thawed	259	1 package,  (10 oz)	284
09077	Crabapples, raw	76	0.4	19.95	0.3			1	0.048	1 cup, slices	110		
09078	Cranberries, raw	46	0.46	11.97	0.13	3.6	4.27	2	0.008	1 cup, chopped	110	1 cup, whole	100
09079	Cranberries, dried, sweetened	308	0.17	82.8	1.09	5.3	72.56	5	0.088	.25 cup	40		
09081	Cranberry sauce, canned, sweetened	159	0.9	40.4	0.15	1.1	31.75	5	0.007	1 cup	277	1 slice,  (1/2" thick, approx 8 slices per can)	57
09082	Cranberry-orange relish, canned	178	0.3	46.2	0.1	0		32	0.012	1 cup	275		
09083	Currants, european black, raw	63	1.4	15.38	0.41			2	0.034	1 cup	112		
09084	Currants, red and white, raw	56	1.4	13.8	0.2	4.3	7.37	1	0.017	1 cup	112		
09085	Currants, zante, dried	283	4.08	74.08	0.27	6.8	67.28	8	0.028	1 cup	144		
09086	Custard-apple, (bullock's-heart), raw	101	1.7	25.2	0.6	2.4		4	0.231				
09087	Dates, deglet noor	282	2.45	75.03	0.39	8	63.35	2	0.032	1 cup, chopped	147	1 date, pitted	7.1
09088	Elderberries, raw	73	0.66	18.4	0.5	7		6	0.023	1 cup	145		
09089	Figs, raw	74	0.75	19.18	0.3	2.9	16.26	1	0.06	1 large,  (2-1/2" dia)	64	1 medium,  (2-1/4" dia)	50
09090	Figs, canned, water pack, solids and liquids	53	0.4	13.99	0.1	2.2	11.79	1	0.02	1 cup	248	1 fig, with liquid	27
10038	Pork, fresh, loin, center loin (chops), bone-in, separable lean and fat, cooked, broiled	209	25.61	0	11.06	0	0	55	3.518	3 oz	85	1 chop, without refuse (Yield from 1 cooked chop, with refuse, weighing 209g)	157
10039	Pork, fresh, loin, center loin (roasts), bone-in, separable lean and fat, cooked, roasted	231	27.01	0	12.8	0	0	83	4.859	3 oz	85	1 roast	900
10040	Pork, fresh, loin, center loin (chops), bone-in, separable lean only, raw	127	21.99	0	3.71	0	0	58	1.098	3 oz	85	1 chop, without refuse (Yield from 1 raw chop, with refuse, weighing 259g)	178
10041	Pork, fresh, loin, center loin (chops), bone-in, separable lean only, cooked, braised	200	30.2	0	7.86	0	0	75	2.671	3 oz	85	1 chop	187
10042	Pork, fresh, loin, center loin (chops), bone-in, separable lean only, cooked, broiled	180	26.76	0	7.29	0	0	56	2.156	1 chop, without refuse (Yield from 1 cooked chop, with refuse, weighing 209g)	146	3 oz	85
10043	Pork, fresh, loin, center loin (roasts), bone-in, separable lean only, cooked, roasted	194	28.58	0	7.95	0	0	86	2.932	3 oz	85	1 roast	900
10044	Pork, fresh, loin, center rib (chops or roasts), bone-in, separable lean and fat, raw	186	20.28	0	11.04	0	0	56	2.365	1 chop, without refuse (Yield from 1 raw chop, with refuse, weighing 201g)	133	1 lb	453.6
10045	Pork, fresh, loin, center rib (chops), bone-in, separable lean and fat, cooked, braised	261	26.66	0	16.28	0	0	70	5.435	3 oz	85	1 chop	187
10046	Pork, fresh, loin, center rib (chops), bone-in, separable lean and fat, cooked, broiled	222	24.42	0	13.04	0	0	55	4.486	1 chop, without refuse (Yield from 1 cooked chop, with refuse, weighing 172g)	112	3 oz	85
06748	Soup, PROGRESSO, beef barley, traditional, ready to serve	47	2.71	6.69	1	0.9	1.27	284	0.304	1 cup	210	1 can	526
06749	Soup, beef and vegetables, canned, ready-to-serve	48	3.18	6.16	1.16	1.2	1.25	326	0.407	1 cup	250	1 can	528
06930	Sauce, cheese, ready-to-serve	174	6.71	6.83	13.29	0.5	0.42	828	6.01	.25 cup	63		
06931	Sauce, pasta, spaghetti/marinara, ready-to-serve	50	1.39	7.43	1.61	1.8	4.91	437	0.218	1 serving, 1/2 cup	132		
06932	PREGO Pasta, Traditional Italian Sauce, ready-to-serve	54	1.54	10	1.15	2.3	7.69	369	0	1 serving, 1/2 cup	130		
06955	Soup, cream of chicken, canned, condensed, reduced sodium	58	1.8	9.5	1.3	0.4	0.39	357	0.5	.5 cup	124		
06956	Soup, tomato, canned, condensed, reduced sodium	65	1.61	13.41	0.56	1.2	8.11	22	0.155	1 serving, 1/2 cup	121	1 can, 10.7 oz	303
06957	Gravy, brown instant, dry	380	8.53	59.78	11.85	3.2	9.23	5053	5.866	1 serving	6.7	1 package	454
06958	Gravy, instant beef, dry	369	9.8	61.1	9.48	4.3	23.9	5203	4.88	1 serving	6.7	1 package,  (16 oz)	454
06959	Gravy, instant turkey, dry	409	11.72	57.56	14.66	3.8	7.6	4090	4.931	1 serving	6.7	1 package,  (16 oz)	454
06960	Sauce, alfredo mix, dry	535	15.32	36.52	36.35	2	5.4	2590	13.18				
06961	Sauce, peppers, hot, chili, mature red, canned	21	0.9	3.9	0.6	0.7	2.55	25	0.08	1 tbsp	15	1 cup	245
06962	Sauce, chili, peppers, hot, immature green, canned	20	0.7	5	0.1	1.9	2.55	25	0.013	1 tbsp	15	1 cup	245
06963	Fish broth	16	2	0.4	0.6	0	0.09	318	0.133	1 cup	244	1 fl oz	30.5
06964	Soup, tomato, low sodium, with water	30	0.79	6.57	0.28	0.6	3.97	33	0.076	1 serving, 1 cup	248	1 fl oz	31
06742	Soup, vegetable beef, microwavable, ready-to-serve, single brand	44	6.2	3.3	0.7	1.5		376	0.221	1 serving	292	1 package,  yields	292
08160	Cereals, corn grits, yellow, regular and quick, unenriched, dry	371	8.8	79.6	1.2	1.6	0.64	1	0.155	1 tbsp	9.7	1 cup	156
08161	Cereals, corn grits, white, regular and quick, enriched, cooked with water, with salt	71	1.71	14.76	0.46	0.8	0.12	223	0.066	1 cup	257	1 tablespoon	16
08164	Cereals, corn grits, yellow, regular and quick, enriched, cooked with water, without salt	65	1.23	13.86	0.39	0.7	0.09	2	0.06	1 cup	233		
08165	Cereals, corn grits, yellow, regular, quick, enriched, cooked with water, with salt	65	1.23	13.86	0.39	0.7	0.09	223	0.06	1 cup	233		
08168	Cereals, CREAM OF RICE, cooked with water, with salt	52	0.9	11.5	0.1	0.1	0.04	173	0.02	1 cup	244	.75 cup	183
08169	Cereals, CREAM OF WHEAT, regular (10 minute), cooked with water, with salt	50	1.46	10.66	0.21	0.5	0.03	129	0.033	1 cup,  (1 serving)	251		
08172	Cereals, farina, unenriched, dry	369	10.6	78	0.5	1.9		3	0.08	1 tbsp	10.9	1 cup	176
08173	Cereals, farina, enriched, cooked with water, with salt	53	1.82	10.92	0.34	0.8	0.76	126	0.066	1 cup	233		
08177	Cereals, MALT-O-MEAL, chocolate, dry	363	10.6	79.55	0.82	2.8	16.63	10	0.31	3 tbsp,  (1 NLEA serving)	35		
08180	Cereals, oats, regular and quick and instant, unenriched, cooked with water (includes boiling and microwaving), with salt	71	2.54	12	1.52	1.7	0.27	71	0.31	1 cup	234	.75 cup	175
08182	Cereals, WHEATENA, cooked with water, with salt	59	2.03	11.74	0.45	2	0.25	238	0.091	1 cup	243	.75 cup	182
08183	Cereals, whole wheat hot natural cereal, cooked with water, with salt	62	2	13.7	0.4	1.6	0.08	233	0.06	1 cup	242	.75 cup	182
08189	Cereals ready-to-eat, KELLOGG, KELLOGG'S Low Fat Granola without Raisins	389	8.7	80.9	5.7	7	28.3	257	1.39	.5 cup,  (1 NLEA serving)	49		
08191	Cereals ready-to-eat, POST, Shredded Wheat, lightly frosted, spoon-size	352	7.8	83.8	1.9	9.6	22.3	19	0.3	1 cup,  (1 NLEA serving)	52		
08192	Cereals ready-to-eat, POST SELECTS Blueberry Morning	395	6.5	81.6	5.3	4.7	29.2	341	0.6	1.25 cup,  (1 NLEA serving)	55		
08194	Cereals ready-to-eat, GENERAL MILLS, REESE'S PUFFS	413	6.8	75.6	11.1	4.7	35.3	555	2.1	.75 cup,  (1 NLEA serving)	29		
08200	Cereals, QUAKER, QUAKER MultiGrain Oatmeal, dry	334	12.64	72.62	2.73	11.9	2.46	7	0.45	.5 cup,  (1 NLEA serving)	40		
08202	Cereals ready-to-eat, GENERAL MILLS, OATMEAL CRISP, Crunchy Almond	390	9.89	78.09	6.69	8.2	22.89	212	1.1	1 cup,  (1 NLEA serving)	60		
09091	Figs, canned, light syrup pack, solids and liquids	69	0.39	17.95	0.1	1.8	16.15	1	0.02	1 cup	252	1 fig, with liquid	28
09092	Figs, canned, heavy syrup pack, solids and liquids	88	0.38	22.9	0.1	2.2	20.7	1	0.02	1 cup	259	1 fig, with liquid	28
09093	Figs, canned, extra heavy syrup pack, solids and liquids	107	0.38	27.86	0.1			1	0.02	1 cup	261		
09094	Figs, dried, uncooked	249	3.3	63.87	0.93	9.8	47.92	10	0.144	1 cup	149	1 fig	8.4
09095	Figs, dried, stewed	107	1.42	27.57	0.4	4.2	23.35	4	0.062	1 cup	259		
09096	Fruit cocktail, (peach and pineapple and pear and grape and cherry), canned, water pack, solids and liquids	32	0.42	8.51	0.05	1	7.51	4	0.006	1 cup	237		
09097	Fruit cocktail, (peach and pineapple and pear and grape and cherry), canned, juice pack, solids and liquids	46	0.46	11.86	0.01	1	10.86	4	0.001	1 cup	237		
